sigma,re_mean,re_error,re_M_x_mean,re_M_x_error,re_M_z_mean,re_M_z_error
11.498,0.0340663114366245,0.03434867497996335,28.405644561041044,11.680495743415685,nan,nan
40.37,0.03395712546275553,0.027395322593595277,30.52032438478859,10.269034265129498,nan,nan
46.416,0.03744497612342263,0.04367592234145842,29.940898188720126,10.483240447557996,nan,nan
53.367,0.02901580207676594,0.025316347477285048,28.933726656680548,8.816349295997638,nan,nan
61.359,0.03422443276776453,0.028224504103765712,28.717809935803224,10.289580402906125,nan,nan
70.548,0.043454957100749224,0.03739575949405653,29.757039834262024,10.63718771268861,nan,nan
81.113,0.03854694541637728,0.030049777454210405,33.677232637391114,12.865446743406162,nan,nan
93.26,0.03654169481189063,0.036224567232646464,31.69386667850161,9.305828833390766,nan,nan
107.23,0.03674396803350848,0.03228736434792046,30.58570205084297,12.00754048030469,nan,nan
123.28,0.04467359286888275,0.03711615977092498,33.148874847996815,11.028373854784157,nan,nan
141.75,0.04181346278030389,0.045747715338035545,32.05290721458775,12.888482601981915,nan,nan
187.38,0.03359556051093828,0.029171132511336694,29.766533928431414,9.25687654020166,nan,nan
162.98,0.04005250802174508,0.02894020487087693,31.456300760042105,11.514280614761367,nan,nan
215.44,0.035411742433729305,0.02410053867969503,30.155219291953873,11.34277877370942,nan,nan
284.8,0.036831915536216925,0.03971472948973411,30.323100296954387,10.787583621710866,nan,nan
247.71,0.03993547095403868,0.037441723439858327,31.33890478847056,10.532347440140974,nan,nan
327.45,0.03353369158840613,0.03005021156003937,30.136058314610548,9.318138561590281,nan,nan
376.49,0.03787173523092123,0.03192648199642211,30.52387503177644,9.112153058156554,nan,nan
432.88,0.03473157790655904,0.02732554916367366,30.74376174084229,10.949736443859473,nan,nan
497.7,0.035861343446100875,0.03531791851874089,30.40063137758347,9.883812777633072,nan,nan
572.24,0.03318839189770131,0.02957823907133228,30.69916152505059,9.745229302963539,nan,nan
657.93,0.03924381892962666,0.05089895209962685,32.41263119875318,10.489387225917536,nan,nan
756.46,0.040668940181903784,0.042802799113968025,32.34428598135063,11.026555761172663,nan,nan
869.75,0.036809595445579955,0.03688982508632638,30.105512387625392,10.047361803307032,nan,nan
1000.0,0.034356480783324435,0.03297164081243949,31.538072148999237,10.572145088907375,nan,nan
